Asset Number,DeviceID,Manufacturer,Model,Image Date,Image Time,Body Part,View,Exposure Index,KAP (uGy.m2),kVp,Exposure (mAs),Exposure time (ms),Image Status,Reject Reason
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,10:36:36 AM,Ankle L,Oblique,241,4.29,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,10:35:13 AM,Ankle L,DP,226,4.29,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:00:11 AM,Tibia/Fibula R,Lateral,383,5.97,60,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,10:58:17 AM,Tibia/Fibula R,AP,482,6.49,63,4,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:45:49 AM,Wrist R,Lateral,230,1.22,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:47:51 AM,Wrist R,Oblique,324,1.49,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:46:53 AM,Wrist R,PA,393,1.4,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:54:55 AM,Ankle L,Lateral,169,6.49,63,4,11,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:53:51 AM,Ankle L,Oblique,166,7.58,63,5,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:53:03 AM,Ankle L,AP,119,5.43,60,4,12,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:05:15 PM,Chest,Lateral L,429,85.9,125,22,42,rejected,Not True Lateral
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:04:23 PM,Chest,Lateral L,412,88.27,125,22,43,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:01:00 PM,Chest,PA,259,9.34,125,2,4,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:19:29 PM,Wrist R,Lateral,292,1.27,57,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:18:54 PM,Wrist R,Oblique,217,1.04,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:18:12 PM,Wrist R,PA,346,1.04,55,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:59:06 PM,Ankle L,Lateral,343,8.99,63,5,14,rejected,Not True Lateral
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:59:54 PM,Ankle L,Lateral,312,8.99,63,5,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:57:59 PM,Ankle L,Oblique,187,6.7,63,5,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,12:57:34 PM,Ankle L,AP,124,5.99,63,5,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,1:32:32 PM,Foot L,DP,229,2.03,55,3,10,rejected,Patient Moved
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,1:35:25 PM,Foot L,Lateral,283,4.76,60,4,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,1:34:06 PM,Foot L,Oblique,203,2.57,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,1:33:16 PM,Foot L,DP,216,2.42,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,1:47:29 PM,Ribs L,AP Obl Ribs (8-12),134,19.58,70,6,7,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,1:46:16 PM,Chest,Lateral L,358,6.79,125,2,4,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,1:45:35 PM,Chest,PA,410,3.98,125,1,2,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,1:53:50 PM,Elbow L,AP,489,0.91,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,1:55:18 PM,Elbow L,AP,455,0.84,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,2:19:58 PM,Abdomen,AP,113,19.96,77,3,4,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,2:39:04 PM,Wrist R,Lateral,346,3.52,60,3,10,rejected,Not True Lateral
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,2:39:48 PM,Wrist R,Lateral,415,2.54,60,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,2:38:10 PM,Wrist R,PA,328,2.27,60,2,9,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,2:47:30 PM,Foot R,Lateral,531,4.98,60,4,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,2:46:47 PM,Foot R,Oblique,337,3.51,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,2:46:00 PM,Foot R,DP,287,2.88,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,2:55:31 PM,Chest,Lateral L,418,27.12,125,9,17,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,2:54:36 PM,Chest,PA,300,7.08,125,2,3,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,3:42:39 PM,Abdomen,AP,177,71.39,77,16,20,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,3:45:59 PM,Hand L,Lateral,425,3.35,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,3:46:18 PM,Hand L,Oblique,299,1.95,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,3:45:38 PM,Hand L,Oblique,286,1.95,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,3:45:19 PM,Hand L,PA,333,1.95,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,4:05:56 PM,Shoulder L,AP,"1,516",30.53,73,13,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,4:04:48 PM,Shoulder L,AP,"2,088",37.72,73,13,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:09:39 PM,Chest,Lateral L,373,13.5,125,4,7,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:08:48 PM,Chest,PA,411,3.47,125,1,2,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:30:33 PM,Elbow L,External Oblique,419,3.35,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:30:06 PM,Elbow L,External Oblique,366,3.43,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:28:27 PM,Elbow L,Lateral,529,5.23,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:29:41 PM,Elbow L,AP,331,3.43,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:41:43 PM,Shoulder R,Y View PA,67,31.73,73,13,14,rejected,Patient Rotated
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:42:29 PM,Shoulder R,Y View PA,78,31.73,73,13,14,rejected,Patient Rotated
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:43:22 PM,Shoulder R,Y View PA,168,32.33,73,13,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,5:40:08 PM,Shoulder R,AP,152,7.91,73,3,3,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,6:15:27 PM,Ankle L,Lateral,576,2.73,55,3,10,rejected,Patient Moved
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,6:15:57 PM,Ankle L,Lateral,542,2.73,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,6:14:32 PM,Ankle L,Oblique,373,2.1,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,6:14:06 PM,Ankle L,AP,310,2.1,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:16:09 PM,Pelvis,Cross-Table Lat,60,42.12,80,43,54,rejected,Patient Moved
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:10:27 PM,Pelvis,AP,341,120.32,75,12,14,rejected,Patient Moved
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:17:04 PM,Pelvis,Cross-Table Lat,100,43.61,80,28,35,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:12:39 PM,Pelvis,Knee Up AP Femur,"2,483",49.69,77,10,11,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:11:06 PM,Pelvis,AP,265,106.95,75,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:14:04 PM,Chest,AP Landscape,871,18.47,90,2,9,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:25:45 PM,Chest,PA,308,7.64,125,2,3,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:30:26 PM,Thoracic Spine,Lateral,106,206,70,105,114,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:29:06 PM,Thoracic Spine,AP,138,30.83,77,16,19,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:27:22 PM,Ribs R,AP Obl Ribs (8-12),65,101.78,70,31,34,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:44:50 PM,Femur R,Knee Up Lat,"1,476",50.59,77,12,14,rejected,Patient Moved
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:43:35 PM,Femur R,Knee Up Lat,"1,377",57.64,77,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:41:20 PM,Femur R,Knee Up AP,743,61.48,77,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:43:09 PM,Femur R,Lateral,464,49.31,77,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:41:54 PM,Femur R,AP,406,61.48,77,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:48:51 PM,Small Bowel,AP C,129,25.89,102,2,3,rejected,Anatomy Cut-off - Auto Collimation
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:07:44 PM,Chest,PA,418,4.41,125,1,2,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:21:41 PM,Thumb L,AP,198,0.93,55,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:20:59 PM,Thumb L,Lat,283,0.63,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:20:37 PM,Thumb L,Oblique,279,0.63,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:30:19 PM,Femur R,Knee Up Lat,"1,164",28.39,77,10,11,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:29:24 PM,Femur R,Hip Down Lat,174,50.59,77,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:28:40 PM,Femur R,Knee Up AP,419,49.95,77,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:28:19 PM,Femur R,AP,178,50.7,77,13,15,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:27:39 PM,Femur R,AP,115,62.04,77,13,15,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:26:03 PM,Chest,PA,338,8.32,125,2,4,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:36:51 PM,Ankle R,Lateral,194,1.64,55,3,10,rejected,Not True Lateral
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:37:16 PM,Ankle R,Lateral,205,1.87,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:36:19 PM,Ankle R,Oblique,100,1.64,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:35:49 PM,Ankle R,AP,99,2.03,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:51:14 PM,Ankle R,Lateral,898,10.86,70,4,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:52:28 PM,Ankle R,Oblique,115,3.51,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:51:56 PM,Ankle R,AP,109,3.51,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:53:26 PM,Ankle R,Oblique,188,3.51,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,8:53:02 PM,Ankle R,DP,227,3.81,57,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,9:04:48 PM,Chest,AP Landscape,914,20.01,96,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,9:18:26 PM,Chest,AP Landscape,569,2.49,73,2,9,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,10:19:06 PM,Chest,Lateral L,332,20.02,125,5,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,10:18:31 PM,Chest,PA,322,6.25,125,2,2,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:21:14 PM,Ankle R,Lateral,263,4.68,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:20:22 PM,Ankle R,Oblique,139,3.43,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:20:03 PM,Ankle R,AP,129,3.43,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:53:58 PM,Wrist R,Oblique,159,2.08,55,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,11:53:14 PM,Wrist R,PA,140,1.66,55,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,02/07/2020,7:49:33 PM,Small Bowel,AP C,142,27.13,102,2,3,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:18:35 AM,Chest,Lateral L,342,91.7,125,26,50,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:18:08 AM,Chest,PA,308,9.34,125,2,4,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:15:05 AM,Elbow L,Lateral,302,4.06,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:14:35 AM,Elbow L,AP,300,3.74,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:17:43 AM,Chest,PA,327,4.82,125,2,3,rejected,Not True Lateral
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:19:12 AM,Chest,Lateral L,539,51.61,125,17,32,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:18:26 AM,Chest,PA,346,5.31,125,2,3,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:23:19 AM,Chest,Lateral L,368,47.28,125,15,29,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:22:55 AM,Chest,PA,305,6.62,125,2,4,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,9:57:54 AM,Wrist L,Lateral,650,2.54,57,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,9:56:52 AM,Wrist L,Oblique,405,1.56,55,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,9:56:13 AM,Wrist L,PA,301,1.02,52,2,9,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,11:37:01 AM,Forearm R,Lateral,465,3.56,57,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,11:38:18 AM,Forearm R,AP,356,0.78,55,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,11:32:48 AM,Forearm R,AP,692,5.59,57,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:04:24 PM,Shoulder L,Y View PA,144,42.15,73,16,18,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:03:22 PM,Shoulder L,Glenoid,341,17.62,73,16,18,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:02:47 PM,Shoulder L,AP,170,22.12,73,7,8,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:16:37 PM,Femur R,Lateral,490,42.91,77,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:15:11 PM,Femur R,AP,246,60.2,77,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:15:38 PM,Femur R,AP,524,41.63,77,12,14,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:16:09 PM,Femur R,Lateral,932,43.55,77,12,15,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:24:15 PM,Forearm L,AP,508,7.19,63,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:24:52 PM,Forearm L,AP,642,4.23,63,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:25:46 PM,Forearm L,Lateral,625,6.87,63,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:26:40 PM,Forearm L,Lateral,555,2.56,66,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:46:00 PM,Chest,Lateral L,459,17.03,125,5,8,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:45:20 PM,Chest,PA,386,6.59,125,1,2,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:49:48 PM,Forearm L,Lateral,176,0.36,55,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,12:48:39 PM,Forearm L,AP,260,0.41,55,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,1:28:35 PM,Ankle R,Lateral,370,2.49,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,1:28:02 PM,Ankle R,Oblique,234,2.42,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,1:27:35 PM,Ankle R,AP,223,2.42,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,1:42:13 PM,Foot L,DP,326,2.03,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,1:42:40 PM,Foot L,Oblique,542,1.09,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,1:43:09 PM,Foot L,Lateral,943,1.43,60,4,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,1:48:28 PM,Hand L,PA,425,1.4,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,1:49:00 PM,Hand L,Oblique,348,1.4,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,1:49:23 PM,Hand L,Lateral,436,1.79,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:39:05 PM,Chest,Lateral L,329,24.19,125,5,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:38:22 PM,Chest,PA,331,6.26,125,1,2,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:49:25 PM,Thumb L,AP,181,0.81,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:48:36 PM,Thumb L,Oblique,274,0.81,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,2:48:59 PM,Thumb L,Lat,310,0.81,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,4:01:04 PM,Hand L,Lateral,198,0.74,48,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,4:00:02 PM,Hand L,Lateral,261,2.05,48,3,12,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,3:58:22 PM,Hand L,Oblique,205,1.78,48,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,3:57:57 PM,Hand L,PA,261,1.78,48,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,4:53:37 PM,Chest,Lateral L,408,14.52,125,4,7,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,4:53:01 PM,Chest,PA,391,4.35,125,1,2,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:08:13 PM,Foot R,AP,174,2.65,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:07:35 PM,Foot R,AP,146,2.31,52,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:06:26 PM,Foot R,Lateral,480,8.75,55,4,11,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:04:56 PM,Foot R,Oblique,259,3.4,52,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:04:10 PM,Foot R,DP,123,2.22,48,3,12,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:14:04 PM,Finger L,Lat,292,0.48,48,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:13:33 PM,Finger L,Oblique,291,0.81,48,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:13:16 PM,Finger L,PA,408,0.9,50,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:32:41 PM,Knee R,Skyline,58,0.05,57,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:29:57 PM,Knee R,Lateral,123,0.54,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,5:27:54 PM,Knee R,AP,85,0.33,50,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:22:18 PM,Elbow R,Lateral,534,1.71,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:23:02 PM,Elbow R,AP,368,1.71,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:29:01 PM,Chest,PA,304,7.72,125,2,3,rejected,Artefact - Patient Based
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:29:49 PM,Chest,Lateral L,680,62.88,125,16,31,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:29:23 PM,Chest,PA,370,8.49,125,2,4,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:41:40 PM,Ankle L,Lateral,175,2.26,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:41:22 PM,Ankle L,Oblique,109,2.26,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:41:02 PM,Ankle L,AP,94,2.26,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:47:24 PM,Hand R,Lateral,246,0.39,42,5,23,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:46:53 PM,Hand R,Oblique,291,0.33,40,5,25,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,6:46:02 PM,Hand R,PA,315,0.64,40,5,24,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,7:26:40 PM,Hand R,Lateral,283,2.88,55,3,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,7:27:44 PM,Hand R,Oblique,320,1.08,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,7:26:15 PM,Hand R,Oblique,286,2.13,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,7:25:58 PM,Hand R,PA,362,2.13,52,2,10,confirmed,
123,QHSCHDXC05,Philips,Digital Diagnost,03/07/2020,8:03:52 PM,Ankle L,Lateral,126,2.81,55,3,10,confirmed,
